标题	面积	单价	总价
我有密码，中园南北通透三居室 ，没有 点，全部都是优点	129.99㎡	86853元/㎡	1129万元
（必买好房~二层）114平南北2居双卫 精装修商品房 近地铁	114.46㎡	41063元/㎡	470万元
厂洼小区带电梯精致一居 交通便利 正规客厅	43.3㎡	73673元/㎡	319万元
酒仙桥 得房好 交通便利 有电梯 精装可拎包入住 满五  	105㎡	88572元/㎡	930万元
名佳花园三区 南北通双通透两居室 双卫 满五   中间楼层	107.81㎡	30517元/㎡	329万元
常营  优点社区  南北三居室 业主诚意出售	107.36㎡	43685元/㎡	469万元
万科自营 金隅万科城三期满五   有阳台	91.17㎡	38061元/㎡	347万元
长阳 品质小区电梯房，采光观景好，双卧客厅朝南，南向面	89.4㎡	34117元/㎡	305万元
海淀 德顺园小区 南北两居 业主诚意出售	89㎡	41574元/㎡	370万元
良乡北潞芳2室精装   南北通透四层诚心出售	87.18㎡	21221元/㎡	185万元
（急）天通苑西三区  板楼南北通透 大两居  满五年 无遮挡	133.99㎡	28958元/㎡	388万元
新出 二期南向复式 满五年 大面宽	32.45㎡	107859元/㎡	350万元
全新装修 步梯二层 西四环 翠微百货旁 周边成熟配套	56.37㎡	53043元/㎡	299万元
石桥东区 精装修 南北通透 商业配套齐全 商品住宅	72.03㎡	18604元/㎡	134万元
瑞康家园 南向两居室 性价比无二 看房方便	84.54㎡	37616元/㎡	318万元
阳光上东 装修好 带电梯 双卫格局 板楼 商圈成熟	131.71㎡	87314元/㎡	1150万元
北郡嘉源 两室一厅一卫	80.66㎡	28887元/㎡	233万元
平安承保 安心购房 莲怡园二区2室1厅 低总价 地铁房	83.43㎡	47825元/㎡	399万元
西城区 牛街东里一区东南向两居室 无遮挡 成本价	76.2㎡	79791元/㎡	608万元
陶然亭天桥北里  电梯直达 2室1厅  满五年  近地铁公园	74.88㎡	81464元/㎡	610万元
新 花乡 宜兰园 2室1厅 南北通透 中间楼层 满五年 诚售	91.16㎡	40369元/㎡	368万元
0.6 建西苑南里 全南户型规整 中楼层 商品房	57.81㎡	64003元/㎡	370万元
韩庄子西里~南朝向~温馨1居室~素质住户~配套齐全	66.97㎡	56444元/㎡	378万元
地铁100米（中海精装现房）科技住宅 超高绿化 随时可看	96㎡	52084元/㎡	500万元
陈经纶帝景学 近合生汇 小区环境优美 两居	97.95㎡	89842元/㎡	880万元
西四环，丰卉家园，低楼层，南北向两居室，    	92.14㎡	42110元/㎡	388万元
和平里和平里七区2室1厅	69.3㎡	93796元/㎡	650万元
西二环 远见名苑中心  上 正规一居室 满五年	47.89㎡	103989元/㎡	498万元
通州区合生滨江帝景二期南向3室1厅精装出售	96.29㎡	48292元/㎡	465万元
丽园路30号院,2居室,1厅	87.7㎡	28393元/㎡	249万元
2居室 户型方正 集中供暖 看房方便 价格能谈	87.92㎡	36283元/㎡	319万元
回龙观  龙华园东区  2室  1厅	72.83㎡	45174元/㎡	329万元
兰德华庭 2室1厅1卫 格局方正 南北通透	95.61㎡	81582元/㎡	780万元
通州区武夷  融御东区2室1厅	71.7㎡	55091元/㎡	395万元
配套完善！紧邻中医院！大卖场！麦当劳！兴谷园！中间层！直接住	98.12㎡	16103元/㎡	158万元
青塔 车位充足 满五   带电梯 精装修 近地铁 商品住宅	95㎡	65790元/㎡	625万元
五福玲珑居 1室1厅1卫 格局方正 品质小区	49.29㎡	68777元/㎡	339万元
常营  柏林爱乐一期  1室  1厅	65.91㎡	48552元/㎡	320万元
涧桥山 医疗配套成熟 大两居 高楼层视野无遮挡 商品住宅	88.51㎡	18078元/㎡	160万元
南北通透主卧客厅朝南 中间层 鸿博六区满五	129㎡	32946元/㎡	425万元
宾阳里小区 交通便捷 近医院   清晰 购物方便 双卫	83.42㎡	18581元/㎡	155万元
太阳宫地铁站，万方经典一居，底价在我手，方便看	58.79㎡	100358元/㎡	590万元
急售! 5 壹 八萬 阳光100 精装复式两居 近地铁 法拍	115.04㎡	59110元/㎡	680万元
交易有保单 海淀 地铁口 东南2居 边户 有车位 看房随时	112㎡	56250元/㎡	630万元
近地铁 集中供暖 中间楼层 南北通透   清晰 精装好房	88.99㎡	44949元/㎡	400万元
五道口圆明园东里3室1厅  把边明厨明卫 南北通透 满五  	75.4㎡	92573元/㎡	698万元
南三环洋桥  海户西里 电梯三卧朝南  低楼层无遮挡	75.9㎡	46773元/㎡	355万元
交易有保单 必看好房 店长力荐 瑞丽江畔一期	68.84㎡	50117元/㎡	345万元
良乡 满五   小三房 中间楼层采光好 南北通透 楼龄新	94.44㎡	26472元/㎡	250万元
店长广禹  好房，全南两居中高楼层，采光足，小区人车分流	109㎡	62386元/㎡	680万元
朝向好 板楼 电梯房 高楼层视野好 满五   正规商品房	87.96㎡	35926元/㎡	316万元
急售 华业2016次新房 南北通透 两居室 全屋好家具装修	87.93㎡	49927元/㎡	439万元
亦庄新城融科香雪兰溪 高楼层3居室  视野好	89.41㎡	34113元/㎡	305万元
朝青 青年路 大悦城 商品房  西南3居 带落地窗	133.75㎡	50767元/㎡	679万元
二层南北通透 南向落地窗无遮挡风景独好 主卧客厅都朝南	138.51㎡	25919元/㎡	359万元
新上房源 汇景苑二区 中间层南向两居 视野开阔 有钥匙随时看	85.47㎡	46684元/㎡	399万元
阳光上东 高层南北通透 明厨明卫 临河三居室	162.65㎡	77467元/㎡	1260万元
交易有保单 必看好房 店长力荐 首座御园二期二号院	117.27㎡	31381元/㎡	368万元
房山城关九洲B两居室南北通透总价低房龄新交通方便配套齐全	84.68㎡	13699元/㎡	116万元
万柳  三小 怡秀园  98年楼龄      商圈成熟	67.32㎡	98931元/㎡	666万元
角门 医疗配套成熟 高楼层采光充足 精装可拎包入住 南北通透	71.47㎡	48972元/㎡	350万元
（新）西三区 电梯板楼南北 双卫大三居  次顶层 全天采光	159㎡	33648元/㎡	535万元
必看好房 欢乐谷 朝南精装两居室  近7号线垡头欢乐谷站	75.9㎡	34915元/㎡	265万元
万科紫苑 精装出租 企业力荐好房诚意出售	89.56㎡	75927元/㎡	680万元
四季青  曙光花园望河园新上精装三居室  业主诚售	78.89㎡	98872元/㎡	780万元
金石美苑 13年房子 保持非常好 价格可大谈 看房随时	94㎡	76596元/㎡	720万元
清河  永泰东里  2室  1厅	59.08㎡	67536元/㎡	399万元
武夷  荔景园.满五年  .南北双通透户型.落地窗阳台	93.13㎡	39515元/㎡	368万元
富川力荐 诚售 园博嘉园 精装两室 明卫 满五年	87.85㎡	45305元/㎡	398万元
次顶层南向双卫两居 老业主诚意出售 看房提前约 配套齐全	96.69㎡	89979元/㎡	870万元
畅椿阁(北区) 满五年 3室2厅1卫1阳台 落地窗 采光充	98.14㎡	34951元/㎡	343万元
华威桥 双卫格局 电梯房 近医院 临地铁 商品住宅 满五  	129.64㎡	64795元/㎡	840万元
北街家园(五区)~新家具~环保装修~采光好~停车位免费	87.43㎡	40033元/㎡	350万元
亦庄新城  融科香雪兰溪  南北通透三居室	88.62㎡	34530元/㎡	306万元
（优选好房）朝丰家园(8号院) 交通便利 南北通透 精装修	77.49㎡	33553元/㎡	260万元
哇哇哇，好房啊，加州水郡三期，南北通透三居室，高楼层	116.79㎡	28171元/㎡	329万元
亦庄线旧宫站地铁 宣颐家园 两居室 满五年，集中供暖诚心售	93.05㎡	42881元/㎡	399万元
劲松  农光东里 采光好南北通透，满五年  随时看房	57.82㎡	49291元/㎡	285万元
四号线黄村火车站 艺苑桐城 南北通透2居 H户型 采光好	88.95㎡	42609元/㎡	379万元
新华大街新城东里，南北2室1厅中间层，满五年	91.05㎡	37892元/㎡	345万元
二次装修 随时看房 高端配置 低总价 国贸双井南向三居室	121.37㎡	59323元/㎡	720万元
满五   商品房 高楼层视野无遮挡 电梯房 楼龄新 南北通透	72.1㎡	24827元/㎡	179万元
临地铁 南向大两居 单价3.1万 可组合贷 价可聊 只求一谈	102.49㎡	31418元/㎡	322万元
随园公寓 3居室 南北通透 落地窗 采光充足 高楼层 带电	90.13㎡	35505元/㎡	320万元
（优选好房）青荷里南山园 交通便捷精装可拎包入住商业配套齐全	82㎡	37683元/㎡	309万元
精装好房 有电梯 商业配套齐全 南北通透 临地铁 出行方便	110.69㎡	63059元/㎡	698万元
黄村  首座御园二期2号院  2室  1厅	90.83㎡	27855元/㎡	253万元
首邑上城 3室2厅 精装	123.43㎡	44479元/㎡	549万元
路劲世界城(二期) 两室一厅一卫 满五	85.04㎡	45626元/㎡	388万元
朝青 富华家园二期 东南三居室 高层精装	123.36㎡	50260元/㎡	620万元
太阳宫地铁口 精装小两居 总价低户型方正 有钥匙随时看诚意卖	67㎡	97015元/㎡	650万元
磨房北里精装两居 带车位 交通便利 管道改造完毕	58.86㎡	48930元/㎡	288万元
龙山华府 两室两厅一卫 满五	86.74㎡	36316元/㎡	315万元
院里  3层车位地室大好房万达北苑地铁顶好H格局 国贸公交	84.44㎡	41332元/㎡	349万元
（保真）品质社区 经典户型 位置好 采光好 性价比高 有钥匙	139.01㎡	24459元/㎡	340万元
降价啦!汇景苑全南大两居.低楼层方便出行.手慢无.350能谈	84.77㎡	42362元/㎡	359.1万元
（优选好房）南北通透 出行方便 小三居 中间楼层 精装修	103.73㎡	32585元/㎡	338万元
苹果园三区 出门苹果园交通枢纽站 正规西南北两居室	74.43㎡	42994元/㎡	320万元
新房2居，南北通透，好楼层，带电梯，居住舒适，拎包入住	89.81㎡	41199元/㎡	370万元
绿地朗山产业园南区 房龄新 大两居 南北通透   清晰	87㎡	19426元/㎡	169万元
北二环 中海物业管理 大两居室  满五   	93.28㎡	74936元/㎡	699万元
长阳热卖房源 万科物业 钥匙房 视野好 采光好	87.65㎡	35597元/㎡	312万元
领秀翡翠墅  精装好房 ，带下跃90平，来电有惊喜	129.58㎡	47847元/㎡	620万元
世涛天朗 南北通透 落地窗 采光充足 价格可议	123.49㎡	28343元/㎡	350万元
路劲世界城(二期) 两室一厅一卫 满五	81.9㎡	42736元/㎡	350万元
电信三居室！！！业主急售  中间楼层 价格可大聊！急售	71㎡	91409元/㎡	649万元
天通东苑一区 交通便利 临地铁 超低密度 业主诚心卖	98.1㎡	32518元/㎡	319万元
新上瀛海家园89平米，南北通透大两居，满五V一，看房随时	88.78㎡	34918元/㎡	310万元
五福玲珑居 1室1厅1卫 采光充足 格局方正	53.03㎡	63738元/㎡	338万元
业主急售！车公庄商圈，北礼士路甲79号，小区独立管理，有钥匙	68.1㎡	96917元/㎡	660万元
装修好 电梯房 低密度社区 小三居 南北通透 集中供暖	89㎡	41461元/㎡	369万元
南三环刘家窑 贾家花园小区 带电梯 朝南三居室	75.8㎡	47230元/㎡	358万元
全明格局 采光充足 中间楼层 低密度小区 小区中间位置	107.35㎡	33536元/㎡	360万元
西五环 六层洋房 新式下跃层地上89平地下56平 大采光井	82.44㎡	29719元/㎡	245万元
华业东方玫瑰 南北通透 满五   商品房 两居有钥匙	95.48㎡	34039元/㎡	325万元
临地铁 商业配套成熟 集中供暖 交通便利 板楼 正南朝向	58.25㎡	68670元/㎡	400万元
地铁六号线，物资学院站，南北通透，中间楼层，满五年	86.16㎡	42712元/㎡	368万元
地铁口 必看好房 保利春天里 不临京开高速 已知底价 随时看	86.05㎡	37537元/㎡	323万元
康馨雅苑  低密宜居 中间楼层 大两居 购物方便 商品住宅	85.34㎡	18515元/㎡	158万元
永安里 满五年 独立客厅 南北双通透 中间楼层 价格可议	77.85㎡	30572元/㎡	238万元
区域  ，西二环，低总价正规两居室	83.66㎡	88454元/㎡	740万元
急售！阳光上东全新一居 价格可谈 看房随时	89.11㎡	80687元/㎡	719万元
蔚园两居室 带电梯 单价4万  南向带阳台 满5年  	73㎡	41781元/㎡	305万元
远洋沁山水 24小时物业四环边上 近玉泉路地铁 十一 万达	88.33㎡	74494元/㎡	658万元
电梯洋房，3层，急售，南北通透，满五年一套房，精装修，地铁	96.36㎡	78871元/㎡	760万元
路劲世界城(二期) 三室一厅一卫 满五	96.57㎡	39350元/㎡	380万元
南北2居室  报价3    单价41000  随时可看	93.85㎡	41023元/㎡	385万元
七折急售 电子城三居129平米 法拍房	129㎡	42636元/㎡	550万元
丰台五里店，程庄南里，纯南向，两居室，中建楼层	91.11㎡	37867元/㎡	345万元
珠江帝景B区 （物业直售）房东急置换 诚心出售	120.13㎡	78998元/㎡	949万元
四季怡园北区 三居  电梯房  西长安沿线  视野好	87㎡	34253元/㎡	298万元
昌平县城 临地铁 医疗配套成熟 南北通透 商圈成熟 满五	87.62㎡	35381元/㎡	310万元
客厅朝南 南北通透 采光好 房龄新 价格能谈	96.47㎡	38147元/㎡	368万元
新贤家园 2室1厅1卫1阳台 户型方正 采光充足 房龄新	70.89㎡	32163元/㎡	228万元
北大地一里 2室1厅 55平 满五年 价位有惊喜 咨询详谈	55㎡	56546元/㎡	311万元
天地神通 东苑小区 中间层 客厅通阳台 三室两厅满五年 诚售	106.23㎡	30124元/㎡	320万元
我家老业主，  桥，3层朝南一居室，业主急用钱	42.7㎡	76113元/㎡	325万元
低总价 矮板洋房 两居  阳光上东 满五   少税	92.45㎡	96810元/㎡	895万元
顶秀美泉一期 满五年 客厅朝南 南北通透 低楼层 价格可议	134.97㎡	23709元/㎡	320万元
四惠（东恒时代）东南两居(格局分布合理）采光充足	103㎡	66797元/㎡	688万元
新宫南庭新苑 满五商品房 南北通透两居室 高层	68.33㎡	49759元/㎡	340万元
北街五区 两室一厅一卫 满五	73.45㎡	47652元/㎡	350万元
富力惠兰美居(C区) 商业配套成熟 房龄新 带电梯 满五  	81.16㎡	30804元/㎡	250万元
新上八角北路11号院3室1厅 满五年一套 板楼二层 精装修	76.5㎡	45099元/㎡	345万元
名佳花园(三区) 大两居 南北通透 满五 密度低	85㎡	29295元/㎡	249万元
满五   精装可拎包入住 南北通透 大两房 集中供暖	90.78㎡	35140元/㎡	319万元
急售房源 价格好谈 武夷花园牡丹园 精装 全明南北通透两居	86.78㎡	45979元/㎡	399万元
四季怡园北区 三居  电梯房  西长安沿线  视野好	87.69㎡	36493元/㎡	320万元
郝庄家园北区 2居室 独立客厅 南北通透 看房方便 价格能	70.24㎡	21071元/㎡	148万元
苹果园三区 业主急售 紧邻地铁61号线 通透两居室 精装修	68.84㎡	45904元/㎡	316万元
大兴区 四号线 生物医药基地旁 金科嘉苑 南向三居 高楼层	89.79㎡	35528元/㎡	319万元
官园 富国里  小三居 高楼层      采光好 看房随时	63.3㎡	110269元/㎡	698万元
昌平县城 装修好 满五 双卫生间 高楼层视野好 近医院	137.58㎡	29801元/㎡	410万元
电梯高层  精装修  拎包入住   随时看房	89.2㎡	34754元/㎡	310万元
宋家庄地铁房本3年 怡和世家南北两居 电梯房 精装可拎包入住	82.29㎡	42290元/㎡	348万元
必卖房 新上 燕西华府洋房 精装三居 一次没住过   雪	107㎡	34767元/㎡	372万元
金色0.5万通怀柔新新家园 南向采光好 满二   板楼	90.54㎡	31147元/㎡	282万元
2007年商品房社区，满五  ，全明格局 理想家	91.72㎡	68579元/㎡	629万元
阳光乐府,2居室,1厅	92.04㎡	39114元/㎡	360万元
昌平区天通苑天通西苑二区2室1厅1卫。	86.43㎡	37950元/㎡	328万元
京东附近 正规商品房 中间好楼层 南北通透 小三居 带电梯！	89.12㎡	31980元/㎡	285万元
6.28沟通双卫两居，客厅敞亮，户型方正，业主人好	112.99㎡	73281元/㎡	828万元
天宫院 住总万科橙2室1厅 满五   中心位置 采光好	76.57㎡	43098元/㎡	330万元
